steps,return
0,82.07004076979587
1,69.47317283730824
2,74.15224675096195
3,70.88757384691422
4,77.54859271509504
5,75.67105625505017
6,78.32956796530202
7,81.22192301435152
8,79.4697679991653
9,83.07461259095527
10,79.74533368242591
11,77.92270862944311
12,82.4364206925827
13,78.30730437062682
14,79.3849787089992
15,78.5994837387635
16,78.5486686962539
17,76.66333705730405
18,79.37259807571424
19,82.8067455078274
20,80.0563108738099
21,77.65414923293388
22,78.41926587399878
23,78.79177441721038
24,78.93595141452532
25,78.42244352234907
26,81.12214516761004
27,75.39793949528655
28,81.9084285796855
29,76.45510287378917
30,82.18571996730272
31,76.33529655030149
32,83.55031926328316
33,76.82228157513683
34,80.21396448182381
35,77.9898101335965
36,80.45055050869945
37,79.03715506952167
38,80.81975496544518
39,83.02718289277878
40,79.45506465899183
41,83.20747571242924
42,80.62518124643069
43,79.4407978610655
44,79.32349367275702
45,79.21250370012375
46,80.45865954529877
47,78.17329799866627
48,80.45670783521109
49,82.88544764689402
50,80.87531578072608
51,82.55864927276343
52,84.91220462538087
53,80.06245714555652
54,80.68626170404073
55,82.80870977088232
56,82.24333948099319
57,82.0568714338749
58,81.25174095224588
59,81.4977342952745
60,80.2213348831232
61,84.71037976683503
62,79.31834241735328
63,87.29091887042868
64,81.68251068179416
65,82.8547128278731
66,83.8183043043732
67,79.45513186447303
68,81.94216191123483
69,81.84914452102308
70,80.77822896065153
71,84.05075471924023
72,81.13353064063412
73,82.03940177561874
74,81.46242533686753
75,78.24321740819674
76,82.39925745634069
77,79.35253330968322
78,80.114755235508
79,82.71057076714563
80,79.87215353622062
81,92.47098038087421
82,83.85752293421443
83,75.7448150815206
84,84.82833823360482
85,79.75966025910225
86,83.7721385563016
87,80.61611226156728
88,82.65702698087568
89,80.74304543341209
90,80.79507659329794
91,84.4297836679346
92,81.47641135428539
93,85.66619407031816
94,81.27204804977492
95,82.80295669955304
96,81.52421586054426
97,79.50500265975873
98,85.22064042866197
99,76.95923279870512
100,87.88765274004372
101,77.25183426378725
102,88.99160371018353
103,80.46573222932459
104,83.16927922321712
105,81.3951037206811
106,79.31354826415168
107,82.5945515044338
108,81.4806855242207
109,80.70956428513875
110,82.3100099234599
111,82.65275213859078
112,83.43132482528407
113,80.50782393578208
114,83.55382662042065
115,79.68057048122911
116,81.12958320000205
117,86.77035015205931
118,82.38416300628616
119,86.42827587977588
120,84.39789416795513
121,79.01204321915485
122,84.10853907991415
123,78.63845069156734
124,85.68986652267358
125,79.47813489379188
126,83.18135817592194
127,79.25489407871538
128,85.37785793123842
129,80.77880099729356
130,84.50856744884082
131,81.0590048547552
132,84.24446511231505
133,84.91615697543338
134,84.25395030970027
135,83.87783708029126
136,84.702071214951
137,81.38756425751798
138,84.02622116811035
139,82.7062754303755
140,84.95833841431487
141,81.09297803895392
142,87.00939653970018
143,80.00961912975723
144,86.08172171956981
145,80.64391285992899
146,83.67313698687185
147,86.01356692798524
148,85.65377107726634
149,86.08350576761138
150,86.3707885235586
151,81.56537149780303
152,88.95604023605507
153,79.56613925138151
